novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_28d9fe24f7e2f34adac76477,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""8\""]"",[""string"",""意大利语""]]","Luna Rifiutata, Rivendicata dal Re","Ero un'orfana senza-lupo, tollerata nel Branco solo come caso di carità. La mia unica speranza era Braydon, il mio migliore amico e protettore, che mi aveva giurato che la mia mancanza di un lupo non importava.

Ma la notte in cui divenne Alpha, mi umiliò davanti a tutti. Scelse la figlia di un Alpha alleato come sua Luna, cancellandomi con una risata, per poi esigere che restassi la sua obbediente e patetica bestiolina domestica.

Disperata e in fuga, feci l'impensabile. Incontrai l'uomo più terrificante del continente, il Re dei Lycan Dallas Marshall, e lo pregai di sposarmi. Firmai un contratto vincolante, vendendo la mia anima e la mia libertà in cambio del suo nome e della sua protezione assoluta. Quando Braydon lo scoprì, impazzì di rabbia, minacciando di uccidere il mio nuovo marito pur di trascinarmi di nuovo nel suo inferno.

Credevo di aver barattato una prigione con una gabbia dorata, finendo nelle mani di un mostro spietato a cui serviva solo una finta moglie. Non capivo perché mi avesse comprato un anello inestimabile, né perché i suoi occhi neri mi fissassero con un'ossessione così predatrice e possessiva.

Finché Braydon non osò usare una collana rubata dal cadavere di mia madre per cercare di ricomprarmi. Quel pomeriggio, il Re dei Lycan mandò in bancarotta l'intero Branco Hyde in poche ore, mi intrappolò contro una libreria e, con un ringhio feroce, mi disse che valevo più di qualsiasi regno. Lì capii di non aver firmato per uno scudo, ma di aver risvegliato un dio che mi aspettava da sempre.",1,ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_295d4bfb830c10dc8d0d592f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Voyage of the Beagle ,"The Voyage of the Beagle is the title most commonly given to the book written by Charles Darwin and published in 1839 as his Journal and Remarks, bringing him considerable fame and respect. This was the third volume of The Narrative of the Voyages of H.M. Ships Adventure and Beagle, the other volumes of which were written or edited by the commanders of the ships. Journal and Remarks covers Darwin's part in the second survey expedition of the ship HMS Beagle. Due to the popularity of Darwin's account, the publisher reissued it later in 1839 as Darwin's Journal of Researches, and the revised second edition published in 1845 used this title. A republication of the book in 1905 introduced the title The Voyage of the ""Beagle"", by which it is now best known.",1,ct-v1-adventure|adventure|冒险|Adventure
nrv_29dd5013a5c4989536c94c70,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",逆天小毒妃,"南宮離，二十一世紀藥師世家之女，採藥喪命，魂穿異界大陸，附身同名同姓少女身上。 什麼，此女廢柴，懦弱無能？沒關系，左手《丹毒典》，右手通天塔，毒丹在手，巨塔在側，誰若囂張，讓誰遭殃。 尼瑪，太子悔婚，轉賜廢物王爺？姐要逆天，虐死你們這羣渣。 廢柴變天才，懦女變毒女，邪王守護，遍走天下！
",2,ct-v1-crown-prince|crown-prince|太子|太子 ;; ct-v1-genius|genius|天才|天才
nrv_2a46617f81908f68f64e227a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Al Faro del Amor,"""Estaremos casados por sólo un mes. Después de eso, nos divorciaremos de inmediato"".

A pesar de que su bisabuelo había arreglado su matrimonio antes de nacimiento, él no creía que una mujer tan informal y movida como ella merecía ser su esposa.

Poco sabían en aquel entonces que estaban destinados a estar juntos. Hiram, el CEO joven y apuesto que nunca sintió atracción por ninguna mujer, y Rachel, la belleza que de alguna manera traía mala suerte a todos los hombres con los que salía, se casaron, contra todo pronóstico. ¿Qué será de su vida de matrinomio?",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_2af0b9b4b60cc651175c4ae6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",毒妃萌寶：腹黑王爺賴上門,"二十一世紀警花蘭若漓穿越了，成護國郡主府不受寵的嫡女。
遭遇負心漢拋棄，娘死爹不疼，繼母庶妹坑，外帶癡傻沒心智，最可惡的是被人染指生了野孩子！這身份也是絕了！一個字慘……
他堂堂軒王心甘情願跑來頂這個綠帽子。
“娘親，那個俊逸的哥哥要當我爹。”
“不可，小包子趕緊逃。”
“美人，帶著我的種去哪？我不介意多生幾個，如何？”",2,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_2e1cec709165a7c01d509d19,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",傲世狂妃：倾城天下,一代霉女因父亲败光家底，走投无路之下，她被债主推下山崖，无意中进入明山玄境，获得了绝世神功。一次偶然的相遇，她有幸得到皇帝的宠爱，被封为后宫娘娘。山中的麻雀变凤凰，一入京都震天下。昔日的废材，一跃变成风华绝代的皇后。卷入宫斗，她将对手踩在脚下。脚踢天下贪官，拳打乱臣贼子。亲自带兵，征战天下，手握天下兵权，权倾朝野无人敌。且看她如何覆雨翻云，只手遮天，叱咤风云？,1,ct-v1-emperor|emperor|皇帝|皇帝
nrv_30274660fca983d7edaf6310,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",重生後，我被腹黑侯爺寵翻了,"上一世，謝家三房淪落為謝家的搖錢樹，謝芷柔更成為謝家攀附皇室的棋子，最終落得個滿門抄斬的結局。而這一切的罪魁禍首真是她嫡親的祖母、伯父……重生歸來，這一世，她護三房，鬥謝家，再將太子拉下馬！為了不讓三房重蹈覆轍，她陰狠算計，步步為營。
他，風流小侯爺，人前花心浪蕩，人後為她掃除陰謀暗算，陪她與太子暗中博弈，更為她披甲上戰場。
這一世，看她如何書寫錦繡繁華。",1,ct-v1-crown-prince|crown-prince|太子|太子
nrv_30665770b00ef6e5095537e6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",En-PD154,"Di arena pertarungan, setelah perjuangan mati-matian melawan lawan, akhirnya aku meraih kehormatan sepuluh kemenangan berturut-turut.

Berbalik, aku mendengar kekasih dari tunanganku, yang merupakan cinta pertamanya, merangkul lengannya sambil menertawakan aku,

""Wanita kasar, ceroboh, dan tidak berkelas tinggi, tidak pantas untukmu?""

Aku refleks menatap Roderick, berpikir dia akan memberi pelajaran keras atas kata-kata kasar itu.

Namun, pria yang kemarin masih lembut dan penuh perhatian kepadaku, kini membelai lembut kepala wanita itu, tersenyum kecil, ""Kamu cemburu, ya?"" ""

Tenang saja, di hatiku hanya ada kamu.""

Melihat mereka berdua dengan bebasnya bermesraan, hatiku perlahan menjadi dingin.

Kasar, rendah, dan tidak berkelas tinggi?

Aku tersenyum sinis, lalu menghubungi ayahku, sang bos mafia: ""Ayah, tunda pernikahan ini. Aku ingin memilih pasangan yang lain.""

Tenang saja, di hatiku hanya ada kamu.""",1,ct-v1-mafia|mafia|黑帮|mafia
nrv_3074564e7505fe5699b1a189,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Les liens  de l'amour ,"***Prologue:***

Je suis assis dans ce restaurant en fixant depuis déjà 30 minutes la porte par laquelle est sortie la femme de ma vie. Je n'arrive pas encore à croire ce qui m'arrive en ce moment, je baisse mes yeux et je regarde à nouveau les papiers du divorce qu'elle a posés devant moi afin que je les signe. J'ai beau réfléchir, je n'y arrive vraiment pas. C'est vraiment une mauvaise blague.

 ",1,ct-v1-divorce|divorce|离婚|divorce
nrv_334eef50fa07da9832a22980,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",海島求生：我在巨龜背上建家園,"海洋生物專業的辛陽一覺醒來，穿越到末日浩劫後的世界。
陸地下沉，海洋升高，一座座神秘的海島出世！
浩劫從未停止，唯有海島之上的種種寶物、機緣，才能帶給人類生存的機會。
華夏區第一天才辛陽，為尋得“東海瓊珠”為父治病，毅然登上“死地”石龜島！
石龜海島，光怪陸離，凡踏足者，九死一生！
【神獸訓練系統】啟動，辛陽成功締結第一隻契約神獸——蓬萊神鱉，踏上求生征程！
解決溫飽問題的同時，還要時刻防範抵禦來自其他種族的威脅。
因此，建立一個牢不可破的家園堡壘是重中之重！
當辛陽征服這整座島之後卻發現，這僅僅只是一個開始？！
碧藍晶體之謎，末日浩劫背後的真相……該何去何從？",2,ct-v1-genius|genius|天才|天才 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_353f362ab64ea2d5100a277e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",豪门惊梦：隐婚总裁宠不停,冷绍霆，商界权贵，跨国企业的执行总裁，长相俊美，性格温和，是很多女人做梦都想嫁的男人！但这都是冷绍霆出车祸，变成植物人之前。简一诺，简氏企业千金，名牌大学毕业，性格温和，长相甜美，还有一个相恋三年的男朋友。但这都是简父病重，简家破产，背负数亿债务之前。一纸结婚协议，曾经的名门千金躺在冰冷的手术台上，出卖子宫，为植物人冷绍霆代孕生子。就在她以为余生只能陪着植物人度过时，冷绍霆竟然清醒了……而他看到她的第一句话就是：“离婚！”,1,ct-v1-divorce|divorce|离婚|离婚
nrv_35c4763f69baf728745c6e91,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",神醫醜妃：腹黑王爺別太撩,"現世紀的醫學天才，一朝穿越，不僅樣貌醜陋，還要嫁給瘸子王爺。
哪知，她這白撿的相公，風流倜儻英俊瀟灑，不忍見紅顏薄命，且看她如何以身爲藥引，解美人身上百種毒……",2,ct-v1-genius|genius|天才|天才 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_36e911fd9800c737052c4870,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",山海间,人之所知，莫若其所不知。一曲琴音，将陆吾与太子长琴牵绊在一起，一场战役，又令二人天地相隔，遥遥相望。常言道：有缘终会相逢，只是相逢不识君。跌宕起伏的命运，最终只化为一句“你来了，我等你很久了。”你永远都不知道，这世间到底有多奇妙……于九州之中汝南之北，有一间阁楼，其名山海间。里面藏着一切你想不到却会是你所需要的东西。口嫌体正直攻×双面不靠谱受,1,ct-v1-crown-prince|crown-prince|太子|太子
nrv_387f62ad6137aa84662cb29a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",继承农田后，被小将军缠上了,"末世的异能大佬，一朝穿越，竟成了小可怜。
父母早逝和妹妹们相依为命，却被亲奶叔伯迫害，卖给了村里有名的流浪汉。
异世强者林听怎甘如此，她手握空间，赚钱发家，扶摇直上，脚踩渣渣，拳揍极品……
携手英武不凡的小将军，活得风生水起！",2,ct-v1-apocalypse|apocalypse|末世|末世 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_39055a47b98042a1308ab40e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",凤鸣天下：冷情王妃太妖娆,"她是顶级杀手，一朝穿越，成为丞相府的九小姐，从此以后，斗恶仆、闹王府、闯皇宫，不亦乐乎！
可是半路杀出一个王爷，天天求撩，天天求撩。
看在王爷的颜值上，她只能勉为其难的撩一撩了……",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_3a073042ef17407be3a1ab33,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",La mariée éconduite épouse le Capo impitoyable,"J'étais à trois jours d'épouser le bras droit du clan Fazi quand j'ai déverrouillé son téléphone prépayé.

L'écran brillait d'une lueur toxique dans l'obscurité, juste à côté de mon fiancé endormi.

Un message d'un contact enregistré sous le nom de « Petite Peste » disait : « Ce n'est qu'une statue, Dante. Reviens au lit. »

En pièce jointe, une photo d'une femme allongée dans les draps de son bureau privé, portant sa chemise.

Mon cœur ne s'est pas brisé ; il a simplement cessé de battre.

Pendant huit ans, j'ai cru que Dante était le héros qui m'avait sortie d'un opéra en flammes. Pour lui, j'ai joué le rôle de la parfaite et loyale Princesse de la Mafia.

Mais les héros n'offrent pas de diamants roses rarissimes à leurs maîtresses tout en donnant des répliques en oxyde de zirconium à leurs fiancées.

Il ne s'est pas contenté de me tromper. Il m'a humiliée.

Il a défendu sa maîtresse en public face à ses propres hommes. Il m'a même abandonnée sur le bord de la route le jour de mon anniversaire parce qu'elle avait simulé une urgence de grossesse.

Il me croyait faible. Il pensait que j'accepterais la fausse bague et le manque de respect parce que je n'étais qu'un pion politique.

Il avait tort.

Je n'ai pas pleuré. Les larmes sont pour les femmes qui ont le choix. Moi, j'avais une stratégie.

Je suis allée dans la salle de bain et j'ai composé un numéro que je n'avais pas osé appeler depuis dix ans.

« Parle », a grondé une voix rocailleuse à l'autre bout du fil.

Lorenzo Moretti. Le Capo du clan rival. L'homme que mon père appelait le Diable.

« Le mariage est annulé », ai-je murmuré en fixant mon reflet.

« Je veux une alliance avec toi, Enzo. Et je veux que le clan Fazi soit réduit en cendres. »",1,ct-v1-mafia|mafia|黑帮|Mafia
nrv_3a20c905f26ddc55eb79e810,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",女相,本作品已经烂尾，请搜索嫡女国师观看，谢谢,1,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女
nrv_3a45f1411931510817bb8971,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Moonlit Reawakening ,"In a world where the supernatural and the human realms collide, Claud's life as a mountain werewolf was brutally cut short during a fierce battle against forest werewolves, only to be resurrected a century later by two unsuspecting humans, Stacie and Elijah. As Claud awakens from death, he embarks on a perilous journey to uncover the fate of his family and former pack, all while grappling with the profound changes that have reshaped the world he once knew.
Reunited with his mother, Claud learns of the forest werewolves' relentless quest for dominance, a quest fueled by ruthless tactics and a determination to annihilate the mountain werewolves once and for all. ",2,ct-v1-supernatural|supernatural|灵异|supernatural ;; ct-v1-werewolf|werewolf|狼人|werewolf
nrv_3b69b74370dda60b88973ca0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]",Mamãe e Seu Admirador Misterioso,"Eliana caiu na armadilha de sua melhor amiga e acabou dormindo com um estranho. Cinco anos depois de ter dado à luz os gêmeos, ela voltou e conseguiu um emprego no Grupo Moran, onde conheceu Maurice, o CEO.
Maurice era um empresário notável, no entanto, ele vivia uma vida dupla. Além de ser Maurice, ele também desempenhou o papel de Preston.
O destino uniu os dois novamente e os envolveu em uma emocionante história de amor. Tudo ficou mais complicado quando Eliana encontrou Preston mais uma vez, o homem com quem ela havia dormido anos atrás. Agora que dois homens estavam atrás dela, como ela escolheria?
Quando Eliana descobriria o segredo da identidade de Maurice? Quando Maurice saberia que já tinha dois filhos? Como Eliana enfrentaria esse homem quando um dia toda a verdade viesse à tona? Venha descobrir.",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_3bb4fa2063a23c2102c7f3c8,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Rekindling Joel's Heart ,"""Cecile..."" The words felt heavy, and they added to the intensity of the atmosphere around them.

""Joel...?"" Cecile's voice wavered as she stared at him, eyes brimming with unshed tears. How could she not have known? How could she have hoped for something more between them... more than friendship? How could she?

""I don't feel the same for you..."" His words sliced through the air, like fiery knives piercing her already wounded heart.

""You...?"" Cecile's breath hitched, and the tears she'd been holding back began to fall in large drops, blurring her vision.

""I'm sorry..."" His words were thick with regret as he turned his gaze away from her, looking out at the vast sea before them, unable to face her pain.

""My heart only beats for her... for Jemmy..."" Cecile's world came crashing down, the confession cutting deeper than the loss of her own sister ever had.

""I hate you!"" She stood up abruptly, her anger and hurt driving her to run off, leaving Joel behind in the thickening silence.

Joel stood there, paralyzed, unable to follow her, the ghosts of the past haunting every inch of his being. Guilt overwhelmed him-he had never meant to hurt her, never meant to make her cry.


---

Joel Maverick has always been haunted by the loss of his first love and the trauma of his past. Even when Cecile Grayson, a lady who loved and cared for him deeply, came into his life, he couldn't accept her love. Instead, he pushed her away, hurting her in the process.

Now, the question arises: Can Joel let go of the past? Can he heal and open his heart to someone else? Or will the memories of Jemmy and the weight of his troubled past keep him locked in an endless cycle of heartbreak and distrust?

Read this book to find out.

"" Rekindling Joel's Heart "" by Queenebunoluwa15


",2,ct-v1-first-love|first-love|初恋|first love ;; ct-v1-regret|regret|追悔|regret
nrv_3e4d66c4424e76032aa448ff,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",重生之一品郡王妃,"前世，她是性情纯善的千金大小姐。
一朝嫁入深宅大院，辅佐夫君上位，成为一人之下万人之上的朝中近臣，她却在刚刚产子之后，便亲眼目睹了最爱的夫君和自己的庶妹，恩爱无双，缠绵悱恻。
直到自己被陷害枉死、儿子被夫君亲手摔死，她才幡然醒悟，明白了后母、庶妹和夫君给的“宠爱”背后的真相。
一场背叛，一朝重生，她回到豆蔻年华，心藏智谋，胸怀才略。
沉着冷静，化解危机于无形，保护母亲和兄长；
奇谋巧计，敌人让她痛三分，她以十分痛还之！
她翻云覆雨中，将自己的命运掌握在自己的手上！
他是风华绝代的郡王，权势倾天下，财富可敌国，运筹帷幄，天下尽在掌握之中，却独为她一人倾心，携她之手，共赏江山如画。",1,ct-v1-betrayal|betrayal|背叛|背叛
nrv_408d102adab46e1da4865a41,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",异界纵横之我有一套三国杀,"       李凡在于朋友面杀时，神奇穿越到异世界，在这陌生的召唤世界，李凡发现自己有一套不全的三国杀，可以召唤三国人物为自己所用。
     也因意外融合了孙策的灵魂。
        且看李凡如何让那些三国的武将谋士再次发挥出光芒。
        虎牢关下吕布化身为神，再现神威。
        诸葛观星，预测天下大事。
        白马义从公孙瓒，低于外族，所向披靡。
        陷阵之至，我乃长山赵子龙。
        横跨黄河，腰系铃铛，锦帆贼手拿大刀，笑傲与长江之上。
        更有锦囊妙计，南蛮入侵，万箭齐发，无懈可击。
      李凡冷眼看着这个世界。身穿铠甲，左手青釭右手仁王，头戴白银狮子，腰跨连弩，脚下踩着八卦阵。身后更有五虎，五子，江东群雄。
       这个世界，本不像眼中那么简单。
",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_41c3c7a2aeb17146e40e5ea0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",纯阳帝尊,玄元大陆，一代穿越者古阳被第一天才一掌拍的失去意识，晕厥醒来发现自己重生，古阳带着悔恨与教训，开启了新一次的逆天人生。,3,ct-v1-rebirth|rebirth|重生|重生 ;; ct-v1-genius|genius|天才|天才 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_42ac3849cd7021ffea56899a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]","Mine, But Not ","Abigail and Dominic Walter are polar opposites, each deeply ensconced in personal goals, making them seem like two people who could never tolerate one another. Dominic is a beta of his pack, a werewolf who tries to balance his duties with the love of hockey. He's carefree, wanting only to live his life, but pressure from his pack to find his true mate weighs heavily on him. He reluctantly accepts finding a mate, though having no interest in love, while pursuing his dream of being a professional hockey player.
He meets Abigail Harper, hell breaks loose when Dominic decides to take a drunken Abigail home. Both feeling misunderstood, they end up developing a rivalry. Yet fate keeps pulling them together.Their constant run-ins eventually lead to a tentative friendship.
 However, the undeniable sexual chemistry between them becomes increasingly difficult to ignore, prompting them to explore their attraction while maintaining the façade of just friends.
As this arrangement develops, one wonders can their relationship change from physical desire into genuine love?",1,ct-v1-werewolf|werewolf|狼人|werewolf
nrv_44cd5400881b0514f4ac4e81,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Tides of Fate,"""In a tale of love, betrayal, and vengeance, Princess Ocean must navigate the treacherous waters of palace politics to claim her rightful place on the throne. After discovering her true identity, Ocean is thrust into a world of royal intrigue, where her stepmother, Queen Eleanor, will stop at nothing to secure the throne for her own daughters. But Ocean's fate takes a dramatic turn when she falls for her personal guard, a forbidden love that blossoms into a passionate affair. As the queen's schemes threaten to tear them apart, Ocean must choose between her heart and her heritage. With courage and determination, she embarks on a perilous journey to reclaim her birthright, gathering allies and armies along the way. But as the battle for the throne reaches its climax, Ocean must confront the dark secrets of her past and the treachery that has haunted her family for years. Will she emerge victorious, or will the cost of her revenge be too high to pay? Dive into a world of medieval drama, romance, and adventure as Ocean fights for her crown and her happiness in this epic tale of a princess's quest for justice and love.""

",3,ct-v1-betrayal|betrayal|背叛|betrayal ;; ct-v1-adventure|adventure|冒险|adventure ;; ct-v1-forbidden-love|forbidden-love|禁忌之恋|forbidden love
nrv_4549b23bc3cbd09cd7e3aa71,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Une destinée inattendue ,"

Cora et Sinclair : Une Destinée Inattendue

Cora était une louve-garou belle, gentille, forte et pleine d'esprit. Elle a assisté, impuissante, au massacre de sa famille et de sa meute par une autre meute... la meute du Croissant de Sang. Son père était l'alpha, et sa mère, la luna. Cora a juré de venger la mort de sa famille et de sa meute, la meute des Ombres d'Argent. Pour cela, elle a choisi de devenir une louve solitaire, prête à tout pour accomplir sa vengeance.

Sinclair, quant à lui, est l'alpha des alphas. Sa meute, la meute des Loups Obscurs, est l'une des plus puissantes au monde. Sinclair est connu pour sa cruauté, son goût pour la guerre et son cœur de pierre. À 26 ans, être sans compagne est inconcevable dans la communauté des loups-garous. Tout le monde pensait que la déesse de la lune faisait bien de ne pas lui donner d'âme sœur... du moins, c'est ce qu'il croyait.

Cora et Sinclair se rencontreront-ils un jour ? Ils ignorent que la déesse de la lune a un plan pour eux...

Ce que la déesse de la lune a en réserve
Alors que Cora traque sans relâche la meute du Croissant de Sang, elle tombe par hasard sur le territoire de Sinclair. Leur rencontre est explosive, marquée par la méfiance et la colère. Sinclair, intrigué par cette louve solitaire au regard déterminé, ne peut s'empêcher de ressentir une connexion inexplicable. Cora, de son côté, est déstabilisée par l'aura puissante de cet alpha redouté.

Mais lorsque la vérité éclate – qu'ils sont liés par le lien sacré des âmes sœurs –, leur monde bascule. Cora, qui a juré de ne jamais s'attacher à un alpha, et Sinclair, qui croyait ne jamais mériter de compagne, doivent faire face à une réalité qui les dépasse.

La déesse de la lune a-t-elle orchestré leur rencontre pour une raison plus grande que leur vengeance et leur solitude ? Ensemble, pourront-ils surmonter leur passé douloureux et accepter ce lien qui les unit, ou bien leur destinée les mènera-t-elle à une confrontation inévitable ?

Une seule chose est sûre : leur histoire ne fait que commencer...


",2,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|luna ;; ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|alpha
nrv_464691f712fb5bec0312f068,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",农门贵妻，拐个王爷来种田,"穿越到古代名声狼藉的农家女身上，不仅多了个高冷相公，还无痛生娃了？
顾灵一撸袖子，既来之则安之。
养养娃，种种田，发家致富奔小康，小日子也能过得美滋滋。
可是，她发现……她那便宜相公似乎身份不一般？",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_4707a070cb59d1c7106146d1,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]","Renascida: Meu Sacrifício, Sua Eterna Culpa",", eu sou Colleen Hoover, pronta para mergulhar nesta cirurgia emocional brutalmente sincera. Sem rodeios, sem floreios, apenas a dor crua e a jornada de Carla. Vamos começar.

Por dez anos, fui a esposa que Maurício desprezava. Uma cardiologista brilhante, mas invisível para o homem que amava, presa em um casamento arranjado que só me trouxe indiferença e dor.

Em minha vida passada, tudo terminou em tragédia. Ele me culpou pela morte de Luna, seu verdadeiro amor, e me odiou por isso.

""Eu te odeio, Carla. Eu te odeio por ter tirado Luna de mim.""

Essas foram suas últimas palavras para mim antes que um acidente de carro me levasse, com o coração partido por seu desprezo.

Eu morri carregando a dor de um sacrifício inútil, sem que ele jamais soubesse que eu tentei salvá-lo da verdade sobre a traição de Luna.

Mas, ao abrir os olhos, não estou mais em um leito de hospital. Voltei ao dia do meu casamento. Uma voz me deu uma nova chance: consertar os três maiores arrependimentos de Maurício. Para libertá-lo, preciso salvá-la, mesmo que isso custe minha nova vida. E desta vez, eu vou garantir que ele viva com o peso da minha escolha para sempre.",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_472af27cd33c7b93bf669944,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Mon Ex, Ma Patronne","J'étais architecte, marié depuis cinq ans à Éléonore.

Je veillais sur son père, gravement malade, à l'hôpital.

C'était notre anniversaire de mariage, mais ma femme célébrait avec un autre homme.

Elle organisait une fête somptueuse pour Antoine, son amour de jeunesse, à Bordeaux.

La couverture de Paris Match hurlait la vérité : Éléonore radieuse, dans les bras d'Antoine.

Mon beau-père, convalescent d'une opération à cœur ouvert, a vu la photo.

La douleur dans ses yeux, non chirurgicale, fut saisissante.

Il m'a tendu un chèque : « Julien, quitte-la. Fais-le pour toi. Tu es meilleur qu'elle. »

Elle, mon épouse, croyait cette humiliation publique n'être qu'une énième tentative pour attirer son attention.

Elle a même osé me demander de cuisiner pour elle et son amant.

Son arrogance démesurée m'était insupportable.

Mais pour la première fois, son drame ne m'atteignait plus ; seule subsistait une clarté glaciale.

La permission de son père fut la force dont j'avais besoin.

Dès l'hôpital, j'ai appelé mon avocat.

Ce divorce pour faute, citant son adultère public, n'était pas un jeu.

C'était la vraie fin, et elle ne l'avait pas vu venir.",1,ct-v1-divorce|divorce|离婚|divorce
nrv_47a953748cd65a406a2d121f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",異界花心神醫,他一朝覺醒，卻發現靈魂穿越，轉世成為一個沒落貴族，他將展開怎麼的歷程，能否帶領家族崛起異世？,1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_4865cafc58ebb87a01f055eb,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",農家小商女,"商界女王離奇穿越，化為農家小女，一睜眼就遭遇渣男退婚，刁婦欺辱！
蘇雪袖子一擼就是幹，決定掙錢養家，極品親戚上門挑釁通通滾蛋。
壟斷經濟一家獨大，攜家帶口奔小康，順便拐個帥哥回家暖榻。
柳如風：“娘子，我下碗面給你吃吧？
蘇雪：“什麼面？”
某男害羞：“我的心裡面。”
房內春色濃，相公請輕寵。",1,ct-v1-time-travel|time-travel|穿越|穿越
