stable_id,slug,中文名,定义,aliases,keywords,include,exclude,facet,status,source_ordinals,decision_ids
ct-v1-miracle-healer,miracle-healer,神医,用于检索以“神医”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""miracle-healer"",""Miracle Healer""]","[""神医"",""miracle-healer"",""Miracle Healer""]","[""主线明确体现“神医”（来源别名：Miracle Healer）的作品。""]","[""仅在标题或简介中偶然提及“神医”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[16],[]
ct-v1-misunderstanding,misunderstanding,误会,用于检索以“误会”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""misunderstanding"",""Misunderstanding""]","[""误会"",""misunderstanding"",""Misunderstanding""]","[""主线明确体现“误会”（来源别名：Misunderstanding）的作品。""]","[""仅在标题或简介中偶然提及“误会”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[122],[]
ct-v1-modern-romance,modern-romance,现代言情,用于检索以“现代言情”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""modern-love"",""Modern Love"",""modern-romance"",""Modern Romance""]","[""现代言情"",""modern-love"",""Modern Love"",""modern-romance"",""Modern Romance""]","[""主线明确体现“现代言情”（来源别名：Modern Love / Modern Romance）的作品。""]","[""仅在标题或简介中偶然提及“现代言情”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,"[91,103]",[]
ct-v1-mother-in-law,mother-in-law,婆媳关系,用于检索以“婆媳关系”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""mother-in-law"",""Mother-in-Law""]","[""婆媳关系"",""mother-in-law"",""Mother-in-Law""]","[""主线明确体现“婆媳关系”（来源别名：Mother-in-Law）的作品。""]","[""仅在标题或简介中偶然提及“婆媳关系”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[49],[]
ct-v1-mutual-first-experience-review,mutual-first-experience-review,双方初次性经历,候选检索项：核心恋爱双方均为初次性经历，且这一设定对关系推进或用户筛选预期有实质影响；该概念仍处于低价值与敏感性人工复核。,"[""both-virgin"",""Both Virgin""]","[""双方初次性经历"",""both-virgin"",""Both Virgin""]","[""简介或可靠结构化证据明确说明恋爱双方都是彼此或人生中的初次性经历。""]","[""只明确一方无性经历、仅泛称纯爱，或无法确认双方状态的作品。""]",topic,human_review,[108],"[""OC-LV-01""]"
ct-v1-office-romance,office-romance,职场恋爱,检索核心恋爱关系在工作场所或职业合作关系中形成并持续推进的小说。,"[""office-romance"",""Office Romance""]","[""职场恋爱"",""office-romance"",""Office Romance""]","[""老板与助理、同事或职业合作伙伴之间的恋爱是主线。""]","[""仅有办公室场景或纯职场竞争、没有核心恋爱关系的作品。""]",topic,human_review,[31],"[""OC-REV-01""]"
ct-v1-office-tension,office-tension,职场张力,检索以职场竞争、权力不对等、伦理冲突或敌对合作为核心张力的小说；恋爱不是必要条件。,"[""office-tension"",""Office Tension""]","[""职场张力"",""office-tension"",""Office Tension""]","[""主线由同事、上下级或商业对手之间的职场冲突推动。""]","[""只有恋爱发生在办公室、但职场冲突不构成主要阅读期待的作品。""]",topic,human_review,[3],"[""OC-REV-01""]"
ct-v1-older-adult-romance,older-adult-romance,中老年恋爱,用于检索以“中老年恋爱”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""silver-hair-romance"",""Silver Hair Romance""]","[""中老年恋爱"",""silver-hair-romance"",""Silver Hair Romance""]","[""主线明确体现“中老年恋爱”（来源别名：Silver Hair Romance）的作品。""]","[""仅在标题或简介中偶然提及“中老年恋爱”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[65],[]
ct-v1-one-night-stand,one-night-stand,一夜情,用于检索以“一夜情”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""one-night-stand"",""One-night stand""]","[""一夜情"",""one-night-stand"",""One-night stand""]","[""主线明确体现“一夜情”（来源别名：One-night stand）的作品。""]","[""仅在标题或简介中偶然提及“一夜情”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[88],[]
ct-v1-playboy,playboy,花花公子,用于检索以“花花公子”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""playboy"",""Playboy""]","[""花花公子"",""playboy"",""Playboy""]","[""主线明确体现“花花公子”（来源别名：Playboy）的作品。""]","[""仅在标题或简介中偶然提及“花花公子”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[146],[]
ct-v1-power-dynamics-review,power-dynamics-review,权力博弈,候选检索项：以政治、商业、组织或亲密关系中的权力博弈为核心冲突；该词多义，仍处于定义人工复核。,"[""power-play"",""Power Play""]","[""权力博弈"",""power-play"",""Power Play""]","[""权力获取、控制、谈判或地位对抗持续推动主线，且具体语境可以确认。""]","[""只有普通争吵、一次性强势行为，或无法区分政治商业权斗与成人权力交换语境的作品。""]",topic,human_review,[52],"[""OC-LV-02""]"
ct-v1-pregnancy,pregnancy,孕期,用于检索以“孕期”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""pregnant"",""Pregnant""]","[""孕期"",""pregnant"",""Pregnant""]","[""主线明确体现“孕期”（来源别名：Pregnant）的作品。""]","[""仅在标题或简介中偶然提及“孕期”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[83],[]
ct-v1-princess,princess,公主,用于检索以“公主”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""princess"",""Princess""]","[""公主"",""princess"",""Princess""]","[""主线明确体现“公主”（来源别名：Princess）的作品。""]","[""仅在标题或简介中偶然提及“公主”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[20],[]
ct-v1-rebirth,rebirth,重生,用于检索以“重生”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""rebirth"",""Rebirth""]","[""重生"",""rebirth"",""Rebirth""]","[""主线明确体现“重生”（来源别名：Rebirth）的作品。""]","[""仅在标题或简介中偶然提及“重生”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[28],"[""OC-SEP-06""]"
ct-v1-redemption,redemption,救赎,用于检索以“救赎”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""redemption"",""Redemption""]","[""救赎"",""redemption"",""Redemption""]","[""主线明确体现“救赎”（来源别名：Redemption）的作品。""]","[""仅在标题或简介中偶然提及“救赎”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[130],[]
ct-v1-regret,regret,追悔,用于检索以“追悔”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""regret"",""Regret""]","[""追悔"",""regret"",""Regret""]","[""主线明确体现“追悔”（来源别名：Regret）的作品。""]","[""仅在标题或简介中偶然提及“追悔”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[107],[]
ct-v1-rekindled-love,rekindled-love,破镜重圆,用于检索以“破镜重圆”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""another-chance"",""Another chance"",""rekindled-love"",""Rekindled Love""]","[""破镜重圆"",""another-chance"",""Another chance"",""rekindled-love"",""Rekindled Love""]","[""主线明确体现“破镜重圆”（来源别名：Another chance / Rekindled Love）的作品。""]","[""仅在标题或简介中偶然提及“破镜重圆”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,"[42,117]","[""OC-MRG-02""]"
ct-v1-return-of-the-war-god,return-of-the-war-god,战神归来,用于检索以“战神归来”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""return-of-the-war-god"",""Return of the War God""]","[""战神归来"",""return-of-the-war-god"",""Return of the War God""]","[""主线明确体现“战神归来”（来源别名：Return of the War God）的作品。""]","[""仅在标题或简介中偶然提及“战神归来”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[132],"[""OC-SEP-10""]"
ct-v1-revenge,revenge,复仇,用于检索以“复仇”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""revenge-arc"",""Revenge Arc"",""revenge"",""Revenge""]","[""复仇"",""revenge-arc"",""Revenge Arc"",""revenge"",""Revenge""]","[""主线明确体现“复仇”（来源别名：Revenge Arc / Revenge）的作品。""]","[""仅在标题或简介中偶然提及“复仇”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,"[10,12]","[""OC-SEP-04""]"
ct-v1-romance,romance,言情,用于检索以“言情”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""romance"",""Romance""]","[""言情"",""romance"",""Romance""]","[""主线明确体现“言情”（来源别名：Romance）的作品。""]","[""仅在标题或简介中偶然提及“言情”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[14],[]
ct-v1-royalty,royalty,王室,用于检索以“王室”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""royal"",""Royal""]","[""王室"",""royal"",""Royal""]","[""主线明确体现“王室”（来源别名：Royal）的作品。""]","[""仅在标题或简介中偶然提及“王室”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[100],[]
ct-v1-science-fiction,science-fiction,科幻,检索以科学、技术、宇宙、人工智能或推演性世界规则为核心设定的科幻小说，不限定发生时代。,"[""sci-fi-world"",""Sci-Fi World""]","[""科幻"",""sci-fi-world"",""Sci-Fi World""]","[""科技或科学推演对主要冲突和世界规则具有实质影响。""]","[""只有未来字样但缺乏科幻机制的作品；纯奇幻或仅角色来自未来的古代故事。""]",topic,human_review,[85],"[""OC-REV-02""]"
ct-v1-secret-baby,secret-baby,隐秘萌宝,用于检索以“隐秘萌宝”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""secret-baby"",""Secret Baby""]","[""隐秘萌宝"",""secret-baby"",""Secret Baby""]","[""主线明确体现“隐秘萌宝”（来源别名：Secret Baby）的作品。""]","[""仅在标题或简介中偶然提及“隐秘萌宝”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[5],[]
ct-v1-secretary,secretary,秘书,用于检索以“秘书”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""secretary"",""Secretary""]","[""秘书"",""secretary"",""Secretary""]","[""主线明确体现“秘书”（来源别名：Secretary）的作品。""]","[""仅在标题或简介中偶然提及“秘书”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[79],[]
ct-v1-security-guard,security-guard,保安,用于检索以“保安”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""security-guard"",""Security guard""]","[""保安"",""security-guard"",""Security guard""]","[""主线明确体现“保安”（来源别名：Security guard）的作品。""]","[""仅在标题或简介中偶然提及“保安”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[17],[]
ct-v1-single-mom-escape,single-mom-escape,带娃逃离,用于检索以“带娃逃离”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""single-mom-escape"",""Single Mom Escape""]","[""带娃逃离"",""single-mom-escape"",""Single Mom Escape""]","[""主线明确体现“带娃逃离”（来源别名：Single Mom Escape）的作品。""]","[""仅在标题或简介中偶然提及“带娃逃离”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[129],"[""OC-SEP-03""]"
ct-v1-single-mother,single-mother,单亲妈妈,用于检索以“单亲妈妈”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""single-mother"",""Single Mother""]","[""单亲妈妈"",""single-mother"",""Single Mother""]","[""主线明确体现“单亲妈妈”（来源别名：Single Mother）的作品。""]","[""仅在标题或简介中偶然提及“单亲妈妈”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[136],"[""OC-SEP-03""]"
ct-v1-son-in-law-comeback,son-in-law-comeback,赘婿逆袭,用于检索以“赘婿逆袭”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""son-in-laws-turnaround"",""Son in Law's Turnaround""]","[""赘婿逆袭"",""son-in-laws-turnaround"",""Son in Law's Turnaround""]","[""主线明确体现“赘婿逆袭”（来源别名：Son in Law's Turnaround）的作品。""]","[""仅在标题或简介中偶然提及“赘婿逆袭”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[111],[]
ct-v1-soul-swap,soul-swap,灵魂互换,用于检索以“灵魂互换”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""soul-swap"",""Soul Swap""]","[""灵魂互换"",""soul-swap"",""Soul Swap""]","[""主线明确体现“灵魂互换”（来源别名：Soul Swap）的作品。""]","[""仅在标题或简介中偶然提及“灵魂互换”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[25],[]
ct-v1-split:time-travel+rebirth,split:time-travel+rebirth,拆分：穿越 + 重生,用于检索以“拆分：穿越 + 重生”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""time-travel-rebirth"",""Time Travel & Rebirth""]","[""拆分：穿越 + 重生"",""time-travel-rebirth"",""Time Travel & Rebirth""]","[""主线明确体现“拆分：穿越 + 重生”（来源别名：Time Travel & Rebirth）的作品。""]","[""仅在标题或简介中偶然提及“拆分：穿越 + 重生”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[11],[]
ct-v1-student,student,学生,候选检索项：以学生身份及其学业、成长与社会关系为核心人物属性的小说；学生身份必须持续影响主线。,"[""student"",""Student""]","[""学生"",""student"",""Student""]","[""主角或核心人物长期处于中学、大学或其他教育阶段，学业、同学或师生关系推动主线。""]","[""故事仅发生在校园空间，或仅短暂提及角色是学生，但学生身份不影响主要情节的作品。""]",topic,human_review,[143],"[""OC-REV-03""]"
ct-v1-substitute,substitute,替身,用于检索以“替身”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""substitute"",""Substitute""]","[""替身"",""substitute"",""Substitute""]","[""主线明确体现“替身”（来源别名：Substitute）的作品。""]","[""仅在标题或简介中偶然提及“替身”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[13],"[""OC-SEP-01""]"
ct-v1-substitute-marriage,substitute-marriage,替嫁,用于检索以“替嫁”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""marriage-substitute"",""Marriage Substitute""]","[""替嫁"",""marriage-substitute"",""Marriage Substitute""]","[""主线明确体现“替嫁”（来源别名：Marriage Substitute）的作品。""]","[""仅在标题或简介中偶然提及“替嫁”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[60],"[""OC-SEP-01""]"
ct-v1-sudden-wealth,sudden-wealth,突然暴富,用于检索以“突然暴富”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""sudden-wealth"",""Sudden Wealth""]","[""突然暴富"",""sudden-wealth"",""Sudden Wealth""]","[""主线明确体现“突然暴富”（来源别名：Sudden Wealth）的作品。""]","[""仅在标题或简介中偶然提及“突然暴富”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[93],[]
ct-v1-superpowers,superpowers,超能力,用于检索以“超能力”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""superpowers"",""Superpowers""]","[""超能力"",""superpowers"",""Superpowers""]","[""主线明确体现“超能力”（来源别名：Superpowers）的作品。""]","[""仅在标题或简介中偶然提及“超能力”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[50],[]
ct-v1-suspense,suspense,悬疑,用于检索以“悬疑”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""mystery-suspense"",""Mystery & Suspense"",""suspense"",""Suspense"",""suspense-thriller"",""Suspense & Thriller""]","[""悬疑"",""mystery-suspense"",""Mystery & Suspense"",""suspense"",""Suspense"",""suspense-thriller"",""Suspense & Thriller""]","[""主线明确体现“悬疑”（来源别名：Mystery & Suspense / Suspense / Suspense & Thriller）的作品。""]","[""仅在标题或简介中偶然提及“悬疑”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,"[22,119,126]","[""OC-MRG-03""]"
ct-v1-sweetness,sweetness,甜宠,用于检索以“甜宠”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""sweetness"",""Sweetness""]","[""甜宠"",""sweetness"",""Sweetness""]","[""主线明确体现“甜宠”（来源别名：Sweetness）的作品。""]","[""仅在标题或简介中偶然提及“甜宠”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[106],[]
ct-v1-system-fantasy,system-fantasy,系统流,用于检索以“系统流”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""otherworldly-system"",""Otherworldly system""]","[""系统流"",""otherworldly-system"",""Otherworldly system""]","[""主线明确体现“系统流”（来源别名：Otherworldly system）的作品。""]","[""仅在标题或简介中偶然提及“系统流”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[59],[]
ct-v1-tearjerker,tearjerker,催泪,用于检索以“催泪”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""tearjerker"",""Tearjerker""]","[""催泪"",""tearjerker"",""Tearjerker""]","[""主线明确体现“催泪”（来源别名：Tearjerker）的作品。""]","[""仅在标题或简介中偶然提及“催泪”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[43],[]
ct-v1-time-loop,time-loop,时间循环,用于检索以“时间循环”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""time-loop"",""Time Loop""]","[""时间循环"",""time-loop"",""Time Loop""]","[""主线明确体现“时间循环”（来源别名：Time Loop）的作品。""]","[""仅在标题或简介中偶然提及“时间循环”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[9],"[""OC-SEP-06""]"
ct-v1-time-travel,time-travel,穿越,用于检索以“穿越”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""time-travel"",""Time Travel""]","[""穿越"",""time-travel"",""Time Travel""]","[""主线明确体现“穿越”（来源别名：Time Travel）的作品。""]","[""仅在标题或简介中偶然提及“穿越”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[38],"[""OC-SEP-06""]"
ct-v1-tragic-ending,tragic-ending,悲剧结局,用于检索以“悲剧结局”为核心ending 筛选属性的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""be"",""BE""]","[""悲剧结局"",""be"",""BE""]","[""主线明确体现“悲剧结局”（来源别名：BE）的作品。""]","[""仅在标题或简介中偶然提及“悲剧结局”、但不影响主要情节或筛选期待的作品。""]",ending,candidate,[140],[]
ct-v1-unrequited-love,unrequited-love,单恋,用于检索以“单恋”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""unrequited-love"",""Unrequited Love""]","[""单恋"",""unrequited-love"",""Unrequited Love""]","[""主线明确体现“单恋”（来源别名：Unrequited Love）的作品。""]","[""仅在标题或简介中偶然提及“单恋”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[48],[]
ct-v1-urban-hero,urban-hero,都市英雄,用于检索以“都市英雄”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""urban-hero"",""Urban Hero""]","[""都市英雄"",""urban-hero"",""Urban Hero""]","[""主线明确体现“都市英雄”（来源别名：Urban Hero）的作品。""]","[""仅在标题或简介中偶然提及“都市英雄”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[54],[]
ct-v1-urban-setting,urban-setting,都市背景,用于检索以“都市背景”为核心setting 筛选属性的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""urban"",""Urban""]","[""都市背景"",""urban"",""Urban""]","[""主线明确体现“都市背景”（来源别名：Urban）的作品。""]","[""仅在标题或简介中偶然提及“都市背景”、但不影响主要情节或筛选期待的作品。""]",setting,candidate,[102],"[""OC-SEP-02""]"
ct-v1-vampire,vampire,吸血鬼,用于检索以“吸血鬼”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""vampire"",""Vampire""]","[""吸血鬼"",""vampire"",""Vampire""]","[""主线明确体现“吸血鬼”（来源别名：Vampire）的作品。""]","[""仅在标题或简介中偶然提及“吸血鬼”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[82],[]
ct-v1-village-life,village-life,乡村生活,用于检索以“乡村生活”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""village-life"",""Village Life""]","[""乡村生活"",""village-life"",""Village Life""]","[""主线明确体现“乡村生活”（来源别名：Village Life）的作品。""]","[""仅在标题或简介中偶然提及“乡村生活”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[138],[]
ct-v1-warrior-protagonist,warrior-protagonist,战士主角,用于检索以“战士主角”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""warriors"",""Warriors""]","[""战士主角"",""warriors"",""Warriors""]","[""主线明确体现“战士主角”（来源别名：Warriors）的作品。""]","[""仅在标题或简介中偶然提及“战士主角”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[30],"[""OC-SEP-10""]"
ct-v1-wealthy-ceo,wealthy-ceo,豪门总裁,用于检索以“豪门总裁”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""billionaire-heir"",""Billionaire Heir"",""billionaires"",""Billionaires"",""ceo"",""CEO""]","[""豪门总裁"",""billionaire-heir"",""Billionaire Heir"",""billionaires"",""Billionaires"",""ceo"",""CEO""]","[""主线明确体现“豪门总裁”（来源别名：Billionaire Heir / Billionaires / CEO）的作品。""]","[""仅在标题或简介中偶然提及“豪门总裁”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,"[8,95,121]","[""OC-MRG-07""]"
ct-v1-werewolf,werewolf,狼人,用于检索以“狼人”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""werewolf"",""Werewolf""]","[""狼人"",""werewolf"",""Werewolf""]","[""主线明确体现“狼人”（来源别名：Werewolf）的作品。""]","[""仅在标题或简介中偶然提及“狼人”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[94],"[""OC-SEP-08""]"
ct-v1-werewolf-alpha,werewolf-alpha,Alpha（狼人首领）,用于检索以“Alpha（狼人首领）”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""alpha"",""Alpha""]","[""Alpha（狼人首领）"",""alpha"",""Alpha""]","[""主线明确体现“Alpha（狼人首领）”（来源别名：Alpha）的作品。""]","[""仅在标题或简介中偶然提及“Alpha（狼人首领）”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[41],"[""OC-SEP-08""]"
ct-v1-werewolf-luna,werewolf-luna,Luna（狼人女首领）,用于检索以“Luna（狼人女首领）”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""luna"",""Luna""]","[""Luna（狼人女首领）"",""luna"",""Luna""]","[""主线明确体现“Luna（狼人女首领）”（来源别名：Luna）的作品。""]","[""仅在标题或简介中偶然提及“Luna（狼人女首领）”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[15],"[""OC-SEP-08""]"
ct-v1-western-fantasy,western-fantasy,西方奇幻,用于检索以“西方奇幻”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""western-fantasy"",""Western Fantasy""]","[""西方奇幻"",""western-fantasy"",""Western Fantasy""]","[""主线明确体现“西方奇幻”（来源别名：Western Fantasy）的作品。""]","[""仅在标题或简介中偶然提及“西方奇幻”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[145],[]
ct-v1-whirlwind-marriage,whirlwind-marriage,闪婚,用于检索以“闪婚”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""whirlwind-marriage"",""Whirlwind Marriage""]","[""闪婚"",""whirlwind-marriage"",""Whirlwind Marriage""]","[""主线明确体现“闪婚”（来源别名：Whirlwind Marriage）的作品。""]","[""仅在标题或简介中偶然提及“闪婚”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[135],"[""OC-SEP-05""]"
ct-v1-win-back-the-husband,win-back-the-husband,挽回丈夫,用于检索以“挽回丈夫”为核心题材、设定或人物原型的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""win-back-the-husband"",""Win Back The Husband""]","[""挽回丈夫"",""win-back-the-husband"",""Win Back The Husband""]","[""主线明确体现“挽回丈夫”（来源别名：Win Back The Husband）的作品。""]","[""仅在标题或简介中偶然提及“挽回丈夫”、但不影响主要情节或筛选期待的作品。""]",topic,candidate,[101],[]
ct-v1-young-adult,young-adult,青少年,用于检索以“青少年”为核心audience 筛选属性的小说；该概念必须对主线或用户选择结果具有实质影响。,"[""teenagers"",""Teenagers""]","[""青少年"",""teenagers"",""Teenagers""]","[""主线明确体现“青少年”（来源别名：Teenagers）的作品。""]","[""仅在标题或简介中偶然提及“青少年”、但不影响主要情节或筛选期待的作品。""]",audience,candidate,[19],[]
